Sequence	PathDelay	LogicDelay	NetDelay	LUTsLogic	RegsFF	RegsLatch
&scorr;&sweep;&dc2;&synch2;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2078	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2077	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.678	10.055(74%)	3.623(26%)	2078	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2072	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2095	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2107	605	9
&scorr;&sweep;&retime;&synch2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.469	3.107(24%)	10.362(76%)	2065	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2072	605	9
&scorr;&sweep;&retime;&retime;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2090	605	9
&scorr;&sweep;&dc2;&dc2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2077	605	9
&scorr;&sweep;&syn2;&dc2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2077	605	9
&scorr;&sweep;&synch2;&dc2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2093	605	9
&scorr;&sweep;&retime;&dc2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2074	605	9
&scorr;&sweep;&dc2;&syn2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2067	605	9
&scorr;&sweep;&syn2;&syn2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2066	605	9
&scorr;&sweep;&synch2;&syn2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2079	605	9
&scorr;&sweep;&retime;&syn2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.829	8.907(65%)	4.922(35%)	2073	605	9
&scorr;&sweep;&synch2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2085	605	9
&scorr;&sweep;&dc2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.354	9.172(64%)	5.182(36%)	2158	605	9
&scorr;&sweep;&dc2;&synch2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2068	605	9
&scorr;&sweep;&syn2;&synch2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2057	605	9
&scorr;&sweep;&synch2;&synch2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2066	605	9
&scorr;&sweep;&retime;&synch2;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2076	605	9
&scorr;&sweep;&dc2;&retime;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2074	605	9
&scorr;&sweep;&syn2;&retime;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.829	8.907(65%)	4.922(35%)	2073	605	9
&scorr;&sweep;&synch2;&retime;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2076	605	9
&scorr;&sweep;&retime;&retime;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2085	605	9
&scorr;&sweep;&dc2;&dc2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2080	605	9
&scorr;&sweep;&syn2;&dc2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2055	605	9
&scorr;&sweep;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.315	9.172(65%)	5.143(35%)	2100	605	9
&scorr;&sweep;&synch2;&dc2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2080	605	9
&scorr;&sweep;&retime;&dc2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2084	605	9
&scorr;&sweep;&dc2;&syn2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2077	605	9
&scorr;&sweep;&syn2;&syn2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2082	605	9
&scorr;&sweep;&synch2;&syn2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2067	605	9
&scorr;&sweep;&retime;&syn2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2037	605	9
&scorr;&sweep;&dc2;&synch2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2077	605	9
&scorr;&sweep;&syn2;&synch2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2041	605	9
&scorr;&sweep;&synch2;&synch2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2089	605	9
&scorr;&sweep;&retime;&synch2;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2071	605	9
&scorr;&sweep;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.469	3.107(24%)	10.362(76%)	2065	605	9
&scorr;&sweep;&dc2;&retime;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2084	605	9
&scorr;&sweep;&syn2;&retime;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2037	605	9
&scorr;&sweep;&synch2;&retime;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2071	605	9
&scorr;&sweep;&retime;&retime;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2070	605	9
&scorr;&sweep;&dc2;&dc2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2095	605	9
&scorr;&sweep;&syn2;&dc2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2107	605	9
&scorr;&sweep;&synch2;&dc2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2072	605	9
&scorr;&sweep;&retime;&dc2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2090	605	9
&scorr;&sweep;&dc2;&syn2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2074	605	9
&scorr;&sweep;&syn2;&syn2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.829	8.907(65%)	4.922(35%)	2073	605	9
&scorr;&sweep;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.313	9.172(65%)	5.141(35%)	2073	605	9
&scorr;&sweep;&synch2;&syn2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2076	605	9
&scorr;&sweep;&retime;&syn2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2085	605	9
&scorr;&sweep;&dc2;&synch2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2084	605	9
&scorr;&sweep;&syn2;&synch2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2037	605	9
&scorr;&sweep;&synch2;&synch2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2071	605	9
&scorr;&sweep;&retime;&synch2;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2070	605	9
&scorr;&sweep;&dc2;&retime;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2090	605	9
&scorr;&sweep;&syn2;&retime;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2085	605	9
&scorr;&sweep;&synch2;&retime;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2070	605	9
&scorr;&sweep;&retime;&retime;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2060	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2204	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2097	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2053	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2065	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2097	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2066	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2084	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2080	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2055	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.292	9.172(65%)	5.120(35%)	2117	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2092	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.127	3.231(23%)	10.896(77%)	2151	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2079	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2052	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2097	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2055	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2052	605	9
&scorr;&sweep;&retime;&retime;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2106	605	9
&scorr;&sweep;&dc2;&dc2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2100	605	9
&scorr;&sweep;&syn2;&dc2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.055(74%)	3.617(26%)	2059	605	9
&scorr;&sweep;&synch2;&dc2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2051	605	9
&scorr;&sweep;&retime;&dc2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2076	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2127	605	9
&scorr;&sweep;&dc2;&syn2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2084	605	9
&scorr;&sweep;&syn2;&syn2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2072	605	9
&scorr;&sweep;&synch2;&syn2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2045	605	9
&scorr;&sweep;&retime;&syn2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2046	605	9
&scorr;&sweep;&dc2;&synch2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2087	605	9
&scorr;&sweep;&syn2;&synch2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2021	605	9
&scorr;&sweep;&synch2;&synch2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2089	605	9
&scorr;&sweep;&retime;&synch2;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2100	605	9
&scorr;&sweep;&dc2;&retime;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2076	605	9
&scorr;&sweep;&syn2;&retime;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2046	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2210	605	9
&scorr;&sweep;&synch2;&retime;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2100	605	9
&scorr;&sweep;&retime;&retime;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2029	605	9
&scorr;&sweep;&dc2;&dc2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2092	605	9
&scorr;&sweep;&syn2;&dc2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2084	605	9
&scorr;&sweep;&synch2;&dc2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2050	605	9
&scorr;&sweep;&retime;&dc2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.679	10.055(74%)	3.624(26%)	2093	605	9
&scorr;&sweep;&dc2;&syn2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2076	605	9
&scorr;&sweep;&syn2;&syn2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2081	605	9
&scorr;&sweep;&synch2;&syn2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2095	605	9
&scorr;&sweep;&retime;&syn2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.685	10.055(74%)	3.630(26%)	2055	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2177	605	9
&scorr;&sweep;&dc2;&synch2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2078	605	9
&scorr;&sweep;&syn2;&synch2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.685	10.055(74%)	3.630(26%)	2067	605	9
&scorr;&sweep;&synch2;&synch2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.676	10.055(74%)	3.621(26%)	2049	605	9
&scorr;&sweep;&retime;&synch2;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.675	10.055(74%)	3.620(26%)	2068	605	9
&scorr;&sweep;&dc2;&retime;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.679	10.055(74%)	3.624(26%)	2093	605	9
&scorr;&sweep;&syn2;&retime;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.685	10.055(74%)	3.630(26%)	2055	605	9
&scorr;&sweep;&synch2;&retime;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.675	10.055(74%)	3.620(26%)	2068	605	9
&scorr;&sweep;&retime;&retime;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2038	605	9
&scorr;&sweep;&dc2;&dc2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2097	605	9
&scorr;&sweep;&syn2;&dc2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2055	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2149	605	9
&scorr;&sweep;&synch2;&dc2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2052	605	9
&scorr;&sweep;&retime;&dc2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2106	605	9
&scorr;&sweep;&dc2;&syn2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2076	605	9
&scorr;&sweep;&syn2;&syn2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2046	605	9
&scorr;&sweep;&synch2;&syn2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2100	605	9
&scorr;&sweep;&retime;&syn2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2029	605	9
&scorr;&sweep;&dc2;&synch2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.679	10.055(74%)	3.624(26%)	2093	605	9
&scorr;&sweep;&syn2;&synch2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.685	10.055(74%)	3.630(26%)	2055	605	9
&scorr;&sweep;&synch2;&synch2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.675	10.055(74%)	3.620(26%)	2068	605	9
&scorr;&sweep;&retime;&synch2;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2038	605	9
&scorr;&sweep;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.315	9.172(65%)	5.143(35%)	2100	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2130	605	9
&scorr;&sweep;&dc2;&retime;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.681	10.055(74%)	3.626(26%)	2106	605	9
&scorr;&sweep;&syn2;&retime;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2029	605	9
&scorr;&sweep;&synch2;&retime;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2038	605	9
&scorr;&sweep;&retime;&retime;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2085	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2100	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.821	8.907(65%)	4.914(35%)	2089	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2062	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2096	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2120	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2096	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.684	10.055(74%)	3.629(26%)	2140	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.674	10.055(74%)	3.619(26%)	2080	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2107	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.297	9.172(65%)	5.125(35%)	2090	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2070	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.678	10.055(74%)	3.623(26%)	2082	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.679	10.055(74%)	3.624(26%)	2059	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2096	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.055(74%)	3.618(26%)	2107	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.679	10.055(74%)	3.624(26%)	2059	605	9
&scorr;&sweep;&retime;&retime;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.682	10.055(74%)	3.627(26%)	2077	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.683	10.055(74%)	3.628(26%)	2150	605	9
